timestamp,pax_azimuth_deg,pax_ellipticity_deg,pax_theta_deg,pax_eta_deg,pax_dop,pax_power_w,pax_wavelength_nm
1777574415.2970512,58.75183715784828,-31.4464505406561,58.75183715784828,-31.4464505406561,0.985197,1.053952e-06,1550.0
1777574417.2994971,58.68027472923645,-31.53830140479353,58.68027472923645,-31.53830140479353,0.98528,1.063762e-06,1550.0
