timestamp,pax_azimuth_deg,pax_ellipticity_deg,pax_theta_deg,pax_eta_deg,pax_dop,pax_power_w,pax_wavelength_nm
1777574394.2663107,-13.725593593659559,-4.934436290550398,-13.725593593659559,-4.934436290550398,0.9848468,1.131946e-06,1550.0
1777574396.2700503,-13.715624128024283,-4.967589920407848,-13.715624128024283,-4.967589920407848,0.9834602,1.153154e-06,1550.0
